	Provider	InstrumentID	InstrumentType	QuoteType	Field	EffectiveAt	Value	Unit	Lineage	CutLabel	UploadedBy	AsAt
169	TraderMade	COP/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.00023	COP			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
170	TraderMade	INR/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.01217	INR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
171	TraderMade	KRW/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.00074	KRW			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
172	TraderMade	CHF/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.94663	CHF			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
173	TraderMade	GBP/THB	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	37.7775	GBP			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
174	TraderMade	JPY/DKK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.06259	JPY			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
175	TraderMade	MXN/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.03945	MXN			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
176	TraderMade	MXN/GBP	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.03424	MXN			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
177	TraderMade	MXN/CAD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.05729	MXN			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
178	TraderMade	JPY/ZAR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.16033	JPY			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
179	TraderMade	JPY/HKD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.06972	JPY			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
180	TraderMade	EUR/RON	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	4.83645	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
181	TraderMade	COP/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.00024	COP			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
182	TraderMade	JPY/CHF	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.88532	JPY			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
183	TraderMade	AED/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.27229	AED			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
184	TraderMade	MYR/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.20973	MYR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
185	TraderMade	PLN/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.23278	PLN			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
186	TraderMade	EUR/RUB	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	85.43674	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
187	TraderMade	JPY/SEK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.09305	JPY			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
188	TraderMade	EUR/TWD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	32.48052	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
189	TraderMade	HUF/GBP	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.00264	HUF			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
190	TraderMade	SGD/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.63849	SGD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
191	TraderMade	GBP/DKK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	8.0392	GBP			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
192	TraderMade	NOK/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.08636	NOK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
193	TraderMade	SEK/AUD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.16586	SEK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
194	TraderMade	EUR/SGD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1.5662	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
195	TraderMade	PLN/GBP	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.20156	PLN			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
196	TraderMade	SEK/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.09666	SEK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
197	TraderMade	JPY/MXN	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.22789	JPY			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
198	TraderMade	BRL/COP	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	806.82111	BRL			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
199	TraderMade	HUF/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.00285	HUF			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
200	TraderMade	GBP/PLN	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	4.9614	GBP			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
201	TraderMade	GBP/INR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	88.29076	GBP			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
202	TraderMade	NOK/NZD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.15101	NOK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
203	TraderMade	CAD/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.6431	CAD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
204	TraderMade	HKD/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.12021	HKD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
205	TraderMade	CAD/NZD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1.20611	CAD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
206	TraderMade	BRL/GBP	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.16896	BRL			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
207	TraderMade	HKD/GBP	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.11168	HKD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
208	TraderMade	EUR/AED	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	3.94211	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
209	TraderMade	CHF/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1.01543	CHF			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
210	TraderMade	RON/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.20676	RON			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
211	TraderMade	CHF/CAD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1.47198	CHF			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
212	TraderMade	ZAR/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.05606	ZAR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
213	TraderMade	JPY/NOK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.1041	JPY			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
214	TraderMade	ZAR/TRY	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.36838	ZAR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
215	TraderMade	USD/INR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	76.55824	USD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
216	TraderMade	PHP/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.01818	PHP			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
217	TraderMade	THB/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.03044	THB			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
218	TraderMade	USD/HRK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	7.0882	USD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
219	TraderMade	AUD/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.54322	AUD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
220	TraderMade	MXN/AUD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.06791	MXN			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
221	TraderMade	MAD/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.09514	MAD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
222	TraderMade	DKK/SEK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1.48645	DKK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
223	TraderMade	HKD/JPY	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	14.3431	HKD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
224	TraderMade	NOK/DKK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.60114	NOK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
225	TraderMade	USD/MYR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	4.44201	USD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
226	TraderMade	TRY/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.15242	TRY			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
227	TraderMade	DKK/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.14362	DKK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
228	TraderMade	GBP/TRY	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	7.5763	GBP			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
229	TraderMade	JPY/BRL	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.04614	JPY			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
230	TraderMade	EUR/IDR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	17931.79492	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
231	TraderMade	MXN/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.03678	MXN			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
232	TraderMade	USD/NZD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1.74748	USD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
233	TraderMade	SGD/AUD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1.17557	SGD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
234	TraderMade	ILS/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.27032	ILS			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
235	TraderMade	TRY/ZAR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	2.71462	TRY			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
236	TraderMade	GBP/SEK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	11.94445	GBP			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
237	TraderMade	NZD/NOK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	6.6221	NZD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
238	TraderMade	CAD/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.68975	CAD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
239	TraderMade	BRL/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.19485	BRL			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
240	TraderMade	CAD/GBP	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.59746	CAD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
241	TraderMade	USD/AUD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1.71254	USD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
242	TraderMade	TWD/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.03079	TWD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
243	TraderMade	ZAR/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.05227	ZAR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
244	TraderMade	CZK/GBP	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.03353	CZK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
245	TraderMade	INR/GBP	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.01133	INR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
246	TraderMade	CHF/ISK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	143.43582	CHF			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
247	TraderMade	NOK/AUD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.14819	NOK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
248	TraderMade	BRL/JPY	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	21.6744	BRL			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
249	TraderMade	USD/IDR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	16709.38867	USD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
250	TraderMade	ZAR/MXN	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1.42208	ZAR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
251	TraderMade	ZAR/CHF	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.05524	ZAR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
252	TraderMade	AUD/DKK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	4.057	AUD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
253	TraderMade	EUR/KRW	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1357.4834	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
254	TraderMade	AUD/MXN	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	14.72619	AUD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
255	TraderMade	JPY/CAD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1.30319	JPY			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
256	TraderMade	EUR/ILS	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	3.96825	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
257	TraderMade	NZD/AUD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.98153	NZD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
258	TraderMade	RUB/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.0117	RUB			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
259	TraderMade	SEK/CHF	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	9.5162	SEK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
260	TraderMade	TRY/GBP	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.13199	TRY			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
261	TraderMade	USD/KRW	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1264.66589	USD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
262	TraderMade	CHF/PLN	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	4.36734	CHF			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
263	TraderMade	USD/CZK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	25.937	USD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
264	TraderMade	DKK/NZD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.25111	DKK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
265	TraderMade	JPY/AUD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.01543	JPY			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
266	TraderMade	BRL/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.18161	BRL			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
267	TraderMade	SEK/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.09009	SEK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
268	TraderMade	RUB/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.01257	RUB			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
269	TraderMade	NOK/GBP	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.07478	NOK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
270	TraderMade	CZK/SEK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.39984	CZK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
271	TraderMade	EUR/THB	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	35.193	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
272	TraderMade	USD/GBP	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.86651	USD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
273	TraderMade	CZK/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.03597	CZK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
274	TraderMade	NOK/CHF	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	8.50347	NOK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
275	TraderMade	TRY/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.14207	TRY			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
276	TraderMade	CHF/TRY	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	6.66691	CHF			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
277	TraderMade	NZD/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.53318	NZD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
278	TraderMade	DKK/AUD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.24649	DKK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
279	TraderMade	HKD/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.12893	HKD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
280	TraderMade	EUR/ISK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	151.4809	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
281	TraderMade	NZD/TRY	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	3.73604	NZD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
282	TraderMade	THB/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.02841	THB			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
283	TraderMade	DKK/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.13389	DKK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
284	TraderMade	ILS/EUR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.252	ILS			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
285	TraderMade	MXN/JPY	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	4.38805	MXN			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
